0,0
0,0
0,0.0698
1.571,1.0526
0,0.9426
0,0.6598
0,0.0262
1.571,1.1311
0,0.9897
0,0.5813
0,0.0349
1.571,1.1625
0,1.0212
0,0.7384
0,0.0628
0,0.0349
1.571,1.0683
0,1.2725
0,0.7227
0.3141,-0.0838
1.1912,1.309
0.0052,-0.0052
0.1362,0.524
0,0.925
