2.4602e-16,1.1912e-17,4.45e-17,-1.898e-16,8.4577e-17,6.3661e-16,-6.6985e-16,-3.5055e-16,1.6402e-15
1.4828e-17,6.1719e-17,1.2319e-16,5.8715e-19,-1.6834e-16,7.2609e-17,-2.4082e-16,2.4542e-16,-3.6743e-16
-0.036355,-0.019641,0.099474,0.14488,-0.094545,0.0031887,-0.29039,0.39902,0.048961
0.2237,-0.077887,-0.25176,0.089019,-0.40474,0.09442,-0.16559,0.090691,-0.28686
0.27687,-0.18247,-0.41717,0.13861,0.49816,0.10646,0.34309,0.31076,-0.022731
0.18849,0.15554,-0.10278,0.10761,-0.39286,0.0062749,0.47362,-0.071428,0.32788
-0.0095256,-0.073919,-0.10388,0.29281,-0.019582,0.17645,-0.22029,0.32284,0.24709
0.33027,-0.27033,-0.085562,-0.085951,0.13108,-0.28396,-0.081069,-0.18628,-0.097051
0.26179,0.047998,0.089991,0.060311,0.095322,0.031129,0.16573,0.33673,-0.10131
0.18359,0.22815,-0.11161,0.0012488,0.12354,0.2058,0.20923,-0.32455,-0.21418
0.0067859,-0.068854,-0.10912,0.28948,-0.047332,0.22737,-0.067639,0.116,0.18
0.35343,-0.35659,0.017666,-0.073719,-0.016265,-0.12472,-0.13443,-0.10196,0.010921
0.30328,0.18928,0.2981,0.1444,0.15826,0.06858,0.05658,0.079383,0.058268
0.22028,0.29658,-0.16578,-0.20541,0.060801,0.16215,-0.097728,-0.091319,-0.093749
0.014341,-0.0010171,0.058043,0.0056618,0.0061289,0.076523,-0.03061,0.004218,0.060441
0.014046,-0.065941,-0.14304,0.23681,-0.17251,0.24159,0.047221,-0.30629,0.35515
0.38332,-0.41433,0.12639,-0.018913,-0.18702,0.025406,-0.1869,-0.15848,0.090909
0.33952,0.29889,0.56794,0.16117,0.13458,0.095869,-0.13465,-0.049106,0.059181
0.25851,0.41838,-0.34553,-0.43279,-0.13435,0.051189,-0.31849,0.13514,0.23093
-0.030538,-0.23609,0.18398,-0.27261,-0.066783,0.73069,0.052848,0.026861,-0.125
-0.12999,-0.11407,-0.063299,-0.14751,0.45749,0.16878,-0.20572,-0.25619,0.46258
-0.065188,0.082435,-0.16472,0.12923,0.16755,0.13274,-0.36242,-0.030695,-0.30877
0.088603,0.077816,-0.023176,0.012432,0.086592,-0.26374,-0.10019,0.072109,0.30084
0.014796,0.15962,-0.16616,0.55549,0.036339,0.010159,-0.20081,-0.35017,-0.16017
