-0.001837972,-0.006210164,-0.015884017,-0.026632189,-0.02730648,-0.007198488,-0.084328129,0.073876017
-0.004192759,0.016323277,-0.006811326,-0.074655497,-0.10232187,-0.024868444,0.061149469,0.007376007
0.01964444,-0.119957996,-0.121368823,-0.131530893,-0.237487667,-0.097152978,0.080699246,0.150964719
1.152708627,1.356667081,1.197385504,1.223845874,0.825512515,0.979508039,1.042271076,0.958822385
0.891025522,0.418221429,0.851134115,0.28385173,1.217885347,0.723617628,0.59166112,0.887552172
0.646218987,0.094264521,0.928464577,0.416510691,0.089815109,-0.068533033,0.197775735,0.419233034
0.019050492,-0.028502532,-0.106035757,0.021106553,-0.143552861,-0.01958603,0.079874029,-0.200645765
1.414743062,1.515853159,1.200160912,1.124089853,1.229622499,0.97143952,1.207884701,0.956971676
1.101372051,0.782699254,0.590920677,0.842915908,0.805112723,0.989342507,0.744049076,0.860577969
0.824010805,0.287303499,0.500059281,0.517075893,0.372601597,0.717590283,0.258159529,0.073685543
-0.013796577,-0.002080631,0.035276635,-0.012665815,-0.095326296,0.110936053,0.261489305,-0.229126475
1.39119504,1.498606055,1.084499191,0.968919464,1.084537434,0.968201113,1.379265111,1.110121788
1.119528877,0.790674402,0.508599157,0.947702476,0.871149739,0.923611954,0.475695536,1.06316049
0.748468394,0.344780936,0.440660823,0.671661698,0.414836406,0.585644396,0.672436314,0.501582796
0.064371881,0.06880919,0.031929228,0.101691094,-0.060257759,0.136715138,0.354739371,0.169168866
-0.038563471,0.068847618,0.099507876,-0.129799119,-0.071500311,0.101687529,-0.121723506,-0.03068455
1.327886286,1.370846069,1.007014823,0.744774791,1.059610542,0.845760412,0.776238609,0.927331455
1.200550718,0.859375074,0.449249029,1.02927115,0.721726971,0.750031147,0.872463405,1.203764023
1.079429018,0.351445733,0.820100551,0.766370002,0.677599992,0.924965752,1.107303067,0.538867272
0.286306613,0.434129717,0.465296299,0.148084082,0.131241959,0.856236278,-0.057395097,0.206149177
1.069700736,1.122654651,1.268063461,1.800830558,1.275572401,1.022669497,0.841806605,1.121077917
-0.085906242,0.02023415,0.052558066,-0.187998206,-0.473321048,0.074523945,-0.171170136,0.060830102
0.232653451,0.134373107,0.443164706,0.049703859,0.06434106,0.164865492,0.239020159,0.62954391
0.257354256,0.115733827,0.13341819,0.151437957,0.480987644,-0.049570912,0.155581283,-0.152093744
