0,0
-0.4639,0.248
0.436,0.2529
0,0.6912
0.4399,1.0997
0.5027,0.5184
0.1134,0.2529
0,0.5813
0.5498,1.2882
0.2828,0.4713
-0.2093,0.0349
0,0.8012
0.4713,1.564
0.4713,0.6598
0.014,0
-0.436,0.0523
0,0.8798
0.5184,1.3982
0.2985,1.0212
-1.047,0.0628
0.576,0.9163
-0.0052,0.0524
0.2515,0.4716
0.7504,0.6282
